URN,la_code,la_name,establishment_number,establishment_name,type_of_establishment,establishment_type_group,establishment_status,phase_of_education,statutory_low_age,statutory_high_age,official_sixth_form,gender,admissions_policy,religious_character,school_capacity,number_of_pupils,percentage_fsm,postcode,easting,northing,lsoa_code,msoa_code,gor_name,urban_rural,london_sub_region,laestab,idaci_quintile,inspection_number,inspection_type,inspection_start_date,publication_date,overall_effectiveness,ofsted_overall_label,category_of_concern,quality_of_education,behaviour_and_attitudes,personal_development,effectiveness_of_leadership_and_management,safeguarding_is_effective,sixth_form_provision,previous_inspection_start_date,previous_overall_effectiveness,previous_category_of_concern,previous_quality_of_education,ks4_attainment8,ks4_pct_grade4_eng_maths,ks4_pct_grade5_eng_maths,ks4_progress8,ks4_p8_lower_ci,ks4_p8_upper_ci,ks4_pct_in_p8_calc,ks4_pct_entering_ebacc,ks4_pct_achieving_ebacc,ks4_ebacc_aps,ks4_total_pupils,scap_school_places,scap_pupils_on_roll,scap_unfilled_places,scap_pct_unfilled,scap_pupils_over_capacity,scap_pct_over_capacity,scap_utilisation_pct,sf_capacity,sf_pupils_on_roll,sf_utilisation_pct,wf_pupils_fte,wf_qualified_teachers_fte,wf_teachers_fte,wf_pupil_to_qual_unqual_teacher_ratio,imd_score,imd_rank,imd_decile,idaci_score,idaci_decile,imd_education_score,imd_education_decile,ks4_attainment8_england_quartile,ks4_p8_category,idaci_pct_approx,intake_neighbourhood_gap
143430,851,Portsmouth,4006.0,UTC Portsmouth,University technical college,Free Schools,Open,Secondary,14.0,19.0,Has a sixth form,Mixed,,Does not apply,600.0,493.0,19.3,PO2 9DU,465550.0,103840.0,E01017090,E02003530,South East,Urban: Nearer to a major town or city,Not London,8514006.0,3.0,10184678,Schools with Serious Weaknesses Visit 1,2021-06-29,22/07/2021,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,26/02/2020,4.0,SWK,2.0,49.2,82.3,57.3,-0.47,-0.73,-0.2,89.0,0.0,0.0,3.64,124.0,600.0,463.0,137,22.83333333,0,0,77.2,300.0,219.0,73.0,493.0,32.98,32.98,14.9,21.215,13745.0,5.0,0.413,4.0,27.635,3.0,Q3,Below avg (-0.5 to -0.1),70.0,-50.7
143435,330,Birmingham,5403.0,Fortis Academy,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,2124.0,1294.0,51.2,B44 8NU,406673.0,294247.0,E01009223,E02001839,West Midlands,Urban: Nearer to a major town or city,Not London,3305403.0,5.0,10290630,Requires Improvement S5 Reinspection Visit 1,2023-10-24,30/11/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,26/11/2019,3.0,,3.0,39.7,47.4,29.0,-0.32,-0.5,-0.14,82.0,11.9,7.8,3.23,293.0,2124.0,1353.0,771,36.29943503,0,0,63.7,260.0,152.0,58.5,1294.0,70.46,72.46,17.9,22.7,12659.0,4.0,0.388,4.0,20.663,5.0,Q1 (lowest),Below avg (-0.5 to -0.1),70.0,-18.799999999999997
143438,330,Birmingham,4129.0,Dame Elizabeth Cadbury School,Academy converter,Academies,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,650.0,767.0,39.3,B30 1UL,403975.0,281106.0,E01009281,E02001925,West Midlands,Urban: Nearer to a major town or city,Not London,3304129.0,5.0,10241072,S5 Inspection,2023-03-22,17/05/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,20/11/2012,2.0,,9.0,47.0,71.1,51.0,0.21,-0.02,0.45,95.0,45.0,28.2,4.15,149.0,723.0,765.0,0,0,42,5.80912863,105.8,31.0,52.0,167.7,767.0,69.46,69.46,11.0,15.81,18438.0,6.0,0.185,8.0,4.092,9.0,Q3,Above avg (+0.1 to +0.5),30.0,9.299999999999997
143507,885,Worcestershire,4575.0,Alvechurch CofE Middle School,Academy converter,Academies,Open,Middle deemed secondary,9.0,13.0,Does not have a sixth form,Mixed,Non-selective,Church of England,440.0,438.0,7.1,B48 7TA,402649.0,272995.0,E01032122,E02006704,West Midlands,Larger rural: Nearer to a major town or city,Not London,8854575.0,1.0,ITS403304,S5 Inspection,2012-09-13,18/10/2012,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,09/07/2008,2.0,,9.0,,,,,,,,,,,,440.0,438.0,2,0.45454545,0,0,99.5,,,,438.0,24.39,25.39,17.3,12.075,22518.0,7.0,0.152,8.0,4.057,9.0,,,30.0,-22.9
143520,926,Norfolk,4026.0,Smithdon High School,Academy sponsor led,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,750.0,564.0,23.9,PE36 5HY,567910.0,340572.0,E01026681,E02005551,East of England,Larger rural: Further from a major town or city,Not London,9264026.0,3.0,10288546,Requires Improvement S5 Reinspection Visit 1,2023-11-07,07/12/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,01/10/2019,3.0,,3.0,39.9,54.2,31.7,-0.41,-0.67,-0.15,94.0,47.5,25.8,3.59,120.0,750.0,571.0,179,23.86666667,0,0,76.1,,,,564.0,35.76,36.76,15.3,16.069,18161.0,6.0,0.49,3.0,26.517,4.0,Q1 (lowest),Below avg (-0.5 to -0.1),80.0,-56.1
143545,372,Rotherham,4005.0,Clifton Community School,Academy sponsor led,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,1250.0,1112.0,61.4,S65 2SN,443986.0,393072.0,E01007770,E02001591,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,3724005.0,5.0,10118532,Academy First Section 5,2019-12-04,07/01/2020,2.0,Good,,2.0,3.0,2.0,2.0,Yes,9.0,09/09/2014,4.0,SM,9.0,35.0,44.0,25.1,-0.44,-0.66,-0.23,89.0,63.9,15.7,3.1,191.0,1250.0,1097.0,153,12.24,0,0,87.8,,,,1112.0,56.4,60.66,18.3,43.194,3773.0,2.0,0.714,1.0,56.841,1.0,Q1 (lowest),Below avg (-0.5 to -0.1),100.0,-38.6
143554,344,Wirral,4001.0,"St Mary's Catholic College, A Voluntary Academy",Academy sponsor led,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,1300.0,1124.0,46.1,CH45 3LN,329336.0,392417.0,E01007313,E02001469,North West,Urban: Nearer to a major town or city,Not London,3444001.0,5.0,10268375,Requires Improvement S5 Reinspection Visit 1,2023-10-04,20/12/2023,3.0,Requires improvement,,3.0,2.0,2.0,3.0,Yes,3.0,08/10/2019,3.0,,3.0,29.3,30.7,11.1,-0.99,-1.21,-0.76,97.0,31.4,6.5,2.37,153.0,1824.0,1117.0,707,38.76096491,0,0,61.2,252.0,126.0,50.0,1124.0,68.8,69.2,16.2,26.091,10440.0,4.0,0.328,5.0,17.051,5.0,Q1 (lowest),Well below avg (<-0.5),60.0,-13.899999999999999
143562,330,Birmingham,5402.0,King Edward VI Handsworth Grammar School for Boys,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Boys,Selective,,1000.0,1044.0,18.4,B21 9ET,404621.0,289652.0,E01034921,E02001865,West Midlands,Urban: Nearer to a major town or city,Not London,3305402.0,4.0,10256853,S5 Inspection,2024-04-16,17/06/2024,2.0,Good,,1.0,2.0,1.0,2.0,Yes,2.0,10/01/2017,1.0,,9.0,72.0,96.7,93.3,0.78,0.55,1.01,95.0,32.7,32.7,6.35,150.0,1000.0,1046.0,0,0,46,4.6,104.6,250.0,298.0,119.2,1044.0,60.6,60.6,17.2,57.856,1226.0,1.0,0.669,1.0,65.373,1.0,Q4 (highest),Well above avg (>+0.5),100.0,-81.6
143582,332,Dudley,4110.0,Leasowes High School,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,1220.0,1054.0,30.5,B62 8PJ,398245.0,284640.0,E01009801,E02002029,West Midlands,Urban: Nearer to a major town or city,Not London,3324110.0,4.0,10344118,S5 Inspection,2024-12-03,14/01/2025,,,,2.0,2.0,2.0,2.0,Yes,9.0,01/12/2015,2.0,,9.0,41.9,62.4,38.1,-0.47,-0.67,-0.28,97.0,61.4,27.1,3.75,210.0,1221.0,1065.0,156,12.77641278,0,0,87.2,,,,1054.0,68.46,68.86,15.3,9.439,25650.0,8.0,0.145,9.0,9.936,7.0,Q2,Below avg (-0.5 to -0.1),20.0,10.5
143583,840,County Durham,4691.0,"St Leonard's Catholic School, Durham",Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,1265.0,1260.0,13.5,DH1 4NG,426674.0,543258.0,E01020702,E02004315,North East,Urban: Nearer to a major town or city,Not London,8404691.0,3.0,10323088,Requires Improvement S5 Reinspection Visit 1,2024-10-08,17/11/2024,,,,1.0,1.0,1.0,1.0,Yes,1.0,18/01/2022,3.0,,2.0,57.2,83.2,61.7,0.64,0.45,0.84,98.0,23.4,18.7,4.81,214.0,1431.0,1345.0,86,6.00978337,0,0,94.0,271.0,232.0,85.6,1260.0,75.74,76.74,16.4,2.421,33161.0,10.0,0.021,10.0,0.125,10.0,Q4 (highest),Well above avg (>+0.5),10.0,3.5
143588,811,East Riding of Yorkshire,4060.0,Woldgate School and Sixth Form College,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1100.0,1218.0,15.6,YO42 2LL,481242.0,449140.0,E01034754,E02002694,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,8114060.0,1.0,ITS462269,Requires Improvement S5 Reinspection Visit 1,2015-05-13,08/06/2015,2.0,Good,,9.0,9.0,9.0,2.0,9,2.0,15/05/2013,3.0,,9.0,50.8,75.1,59.2,0.35,0.15,0.55,98.0,47.3,34.8,4.63,201.0,1100.0,1264.0,0,0,164,14.90909091,114.9,250.0,169.0,67.6,1218.0,65.92,65.92,18.5,7.798,27698.0,9.0,0.145,9.0,16.101,6.0,Q3,Above avg (+0.1 to +0.5),20.0,-4.4
143629,211,Tower Hamlets,4242.0,Mulberry School for Girls,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Non-selective,Does not apply,1400.0,1647.0,49.1,E1 2JP,534736.0,181259.0,E01004304,E02000885,London,Urban: Nearer to a major town or city,Inner London,2114242.0,5.0,10323431,S5 Inspection,2024-04-23,22/05/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,09/07/2013,1.0,,9.0,56.1,77.4,61.9,0.61,0.43,0.79,97.0,95.0,53.6,5.12,239.0,1600.0,1654.0,0,0,54,3.375,103.4,480.0,438.0,91.2,1647.0,98.8,99.8,16.5,44.952,3364.0,1.0,0.831,1.0,30.482,3.0,Q4 (highest),Well above avg (>+0.5),100.0,-50.9
143634,937,Warwickshire,4730.0,St Benedict's Catholic High School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,798.0,513.0,27.6,B49 6PX,409229.0,257717.0,E01031186,E02006509,West Midlands,Larger rural: Nearer to a major town or city,Not London,9374730.0,1.0,10294625,Requires Improvement S5 Reinspection Visit 1,2024-03-12,28/04/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,03/03/2020,3.0,,3.0,49.3,74.3,48.6,0.33,0.06,0.6,96.0,23.9,16.5,4.11,109.0,805.0,553.0,252,31.30434783,0,0,68.7,200.0,81.0,40.5,513.0,24.32,24.32,21.1,20.307,14466.0,5.0,0.386,4.0,19.948,5.0,Q3,Above avg (+0.1 to +0.5),70.0,-42.4
143639,881,Essex,4018.0,The Deanes,Academy sponsor led,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,600.0,587.0,24.7,SS7 2TD,580256.0,188658.0,E01021531,E02004474,East of England,Urban: Nearer to a major town or city,Not London,8814018.0,3.0,10288548,Requires Improvement S5 Reinspection Visit 1,2023-09-26,08/11/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,12/09/2019,3.0,,3.0,35.3,45.4,18.6,-0.71,-0.99,-0.42,96.0,3.1,0.0,2.83,97.0,969.0,541.0,428,44.16924665,0,0,55.8,,,,587.0,33.88,40.64,14.4,10.968,23818.0,8.0,0.173,8.0,15.697,6.0,Q1 (lowest),Well below avg (<-0.5),30.0,-5.300000000000001
143641,874,Peterborough,4005.0,Hampton Gardens Secondary School,Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,,,1500.0,1264.0,22.4,PE7 8HR,518292.0,294365.0,E01035552,E02006878,East of England,Urban: Nearer to a major town or city,Not London,8744005.0,3.0,10212078,S5 Inspection,2021-11-02,08/12/2021,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,,,,,44.1,64.9,38.0,0.13,-0.06,0.33,97.0,22.6,14.9,3.75,208.0,1500.0,1248.0,252,16.8,0,0,83.2,300.0,200.0,66.7,1264.0,71.66,76.31,16.6,9.899,25089.0,8.0,0.212,7.0,9.087,7.0,Q2,Above avg (+0.1 to +0.5),40.0,-17.6
143649,908,Cornwall,4002.0,Callington Community College,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,,,,862.0,25.0,PL17 7DR,236190.0,69985.0,E01018751,E02003894,South West,Larger rural: Nearer to a major town or city,Not London,9084002.0,2.0,10257089,Requires Improvement S5 Reinspection Visit 1,2023-01-10,02/03/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,24/09/2019,3.0,,3.0,40.1,52.9,34.6,-0.28,-0.51,-0.05,97.0,36.6,25.5,3.6,153.0,1445.0,878.0,567,39.23875433,0,0,60.8,215.0,83.0,38.6,862.0,46.79,46.79,18.4,38.502,4993.0,2.0,0.631,2.0,54.317,1.0,Q1 (lowest),Below avg (-0.5 to -0.1),90.0,-65.0
143659,206,Islington,4001.0,"City of London Academy, Highgate Hill",Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,900.0,642.0,59.6,N19 3EU,529743.0,187113.0,E01002753,E02000555,London,Urban: Nearer to a major town or city,Inner London,2064001.0,5.0,10323432,Requires Improvement S5 Reinspection Visit 1,2024-05-15,02/07/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,1.0,18/01/2022,3.0,,2.0,45.5,64.3,45.5,0.12,-0.15,0.39,93.0,50.0,32.1,4.2,112.0,900.0,650.0,250,27.77777778,0,0,72.2,200.0,54.0,27.0,642.0,43.8,43.8,14.7,28.348,9129.0,3.0,0.668,1.0,17.543,5.0,Q2,Above avg (+0.1 to +0.5),100.0,-40.4
143669,936,Surrey,4004.0,Heathside Walton-on-Thames,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,900.0,484.0,19.6,KT12 2JP,510851.0,167576.0,E01030361,E02006320,South East,Urban: Nearer to a major town or city,Not London,9364004.0,2.0,10379902,S5 Inspection,2025-05-20,24/06/2025,,,,1.0,1.0,1.0,1.0,Yes,9.0,,,,,,,,,,,,,,,0.0,900.0,305.0,595,66.11111111,0,0,33.9,,,,484.0,24.32,25.32,19.1,8.996,26205.0,8.0,0.234,7.0,6.966,8.0,,,40.0,-20.4
143679,856,Leicester,4001.0,Avanti Fields School,Free schools,Free Schools,Open,All-through,3.0,16.0,Not applicable,Mixed,Non-selective,Hindu,1372.0,1178.0,9.1,LE5 0BX,462660.0,306470.0,E01034024,E02006965,East Midlands,Urban: Nearer to a major town or city,Not London,8564001.0,4.0,10254750,S5 Inspection,2023-04-25,14/06/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,,,,,48.2,70.5,51.1,0.46,0.22,0.71,74.0,80.1,46.0,4.67,176.0,1320.0,1036.0,284,21.51515152,0,0,78.5,,,,1163.5,58.7,58.7,19.8,32.438,7196.0,3.0,0.434,4.0,24.65,4.0,Q3,Above avg (+0.1 to +0.5),70.0,-60.9
143686,203,Greenwich,4005.0,Woolwich Polytechnic School for Girls,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Girls,Non-selective,,1200.0,1183.0,38.4,SE28 8RF,546456.0,180360.0,E01033745,E02000314,London,Urban: Nearer to a major town or city,Inner London,2034005.0,4.0,10257100,S5 Inspection,2023-01-10,08/03/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,,,,,52.6,79.2,61.9,0.4,0.21,0.59,90.0,22.9,19.5,4.55,236.0,1200.0,1174.0,26,2.16666667,0,0,97.8,,,,1183.0,66.7,72.7,16.3,24.644,11341.0,4.0,0.463,3.0,11.05,7.0,Q4 (highest),Above avg (+0.1 to +0.5),80.0,-41.6
143697,881,Essex,4019.0,Sir Frederick Gibberd College,Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,800.0,843.0,26.9,CM18 6RN,544880.0,208863.0,E01021869,E02004550,East of England,Urban: Nearer to a major town or city,Not London,8814019.0,3.0,10295088,S5 Inspection,2024-12-03,27/01/2025,,,,3.0,3.0,2.0,3.0,Yes,2.0,,,,,46.2,70.7,47.4,-0.09,-0.36,0.18,91.0,41.4,26.7,4.12,116.0,1700.0,766.0,934,54.94117647,0,0,45.1,500.0,0.0,0.0,843.0,39.4,55.4,15.2,19.116,15406.0,5.0,0.378,4.0,27.405,4.0,Q3,Average (-0.1 to +0.1),70.0,-43.1
143698,850,Hampshire,4008.0,Deer Park School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,1050.0,697.0,19.5,SO30 2HT,450344.0,114113.0,E01022694,E02004721,South East,Urban: Nearer to a major town or city,Not London,8504008.0,1.0,10296518,S5 Inspection,2023-11-29,28/01/2024,2.0,Good,,2.0,1.0,1.0,2.0,Yes,9.0,,,,,,,,,,,,,,,0.0,1050.0,489.0,561,53.42857143,0,0,46.6,,,,697.0,41.2,41.2,16.9,4.459,31459.0,10.0,0.112,9.0,3.254,9.0,,,20.0,-0.5
143701,881,Essex,4021.0,The Trinity School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,900.0,597.0,14.7,CO4 6ED,600700.0,228185.0,E01035169,E02007056,East of England,Urban: Nearer to a major town or city,Not London,8814021.0,1.0,10295089,S5 Inspection,2025-05-07,09/06/2025,,,,2.0,2.0,1.0,2.0,Yes,9.0,,,,,,,,,,,,,,,0.0,900.0,420.0,480,53.33333333,0,0,46.7,,,,597.0,34.0,34.2,17.5,12.533,21961.0,7.0,0.183,8.0,4.267,9.0,,,30.0,-15.3
143706,319,Sutton,4005.0,Harris Academy Sutton,Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,1295.0,1296.0,12.2,SM2 5RD,525922.0,162448.0,E01004092,E02000861,London,Urban: Nearer to a major town or city,Outer London,3194005.0,1.0,10255278,S5 Inspection,2023-02-08,28/03/2023,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,9.0,,,,,59.9,88.8,76.3,0.91,0.72,1.1,94.0,73.7,62.1,5.64,224.0,1275.0,1170.0,105,8.23529412,0,0,91.8,300.0,107.0,35.7,1296.0,65.0,68.0,19.1,4.829,31082.0,10.0,0.072,10.0,4.984,9.0,Q4 (highest),Well above avg (>+0.5),10.0,2.1999999999999993
143707,937,Warwickshire,4010.0,Houlton School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Does not have a sixth form,Mixed,Non-selective,,1000.0,710.0,20.0,CV23 1ED,455334.0,274603.0,E01035029,E02007049,West Midlands,Urban: Nearer to a major town or city,Not London,9374010.0,1.0,10294627,S5 Inspection,2024-02-27,17/04/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,,,,,,,,,,,,,,,0.0,900.0,538.0,362,40.22222222,0,0,59.8,,,,710.0,31.8,33.8,21.0,10.824,23988.0,8.0,0.296,6.0,5.51,9.0,,,50.0,-30.0
143716,211,Tower Hamlets,4004.0,Mulberry Academy London Dock,Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,1260.0,127.0,37.8,E1W 2AD,534294.0,180672.0,E01035696,E02000889,London,Urban: Nearer to a major town or city,Inner London,2114004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,11.0,11.0,11.5,13.933,20477.0,7.0,0.708,1.0,5.29,9.0,,,100.0,-62.2
143718,304,Brent,4003.0,North Brent School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1150.0,308.0,28.9,NW10 2UF,521488.0,185023.0,E01000508,E02000117,London,Urban: Nearer to a major town or city,Outer London,3044003.0,4.0,10255298,S5 Inspection,2024-03-06,29/04/2024,2.0,Good,,2.0,1.0,1.0,2.0,Yes,9.0,,,,,,,,,,,,,,,0.0,900.0,98.0,802,89.11111111,0,0,10.9,,,,308.0,13.0,20.0,15.4,46.122,3133.0,1.0,0.591,2.0,32.134,3.0,,,90.0,-61.1
143724,878,Devon,4020.0,Matford Brook Academy,Free schools,Free Schools,Open,All-through,2.0,16.0,Does not have a sixth form,Mixed,,,370.0,163.0,23.6,EX2 0BZ,292333.0,88703.0,E01020241,E02004202,South West,Smaller rural: Nearer to a major town or city,Not London,8784020.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,673.0,62.0,611,90.78751857,0,0,9.2,,,,162.0,16.0,16.0,10.1,14.6,19765.0,6.0,0.445,3.0,6.78,8.0,,,80.0,-56.4
143729,352,Manchester,4009.0,Didsbury High School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1350.0,1181.0,40.0,M20 2ET,383442.0,392544.0,E01033670,E02001083,North West,Urban: Nearer to a major town or city,Not London,3524009.0,4.0,10294400,S5 Inspection,2024-01-30,10/03/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,,,,,57.3,79.6,59.7,0.67,0.47,0.87,94.0,89.3,64.6,5.59,206.0,1350.0,1093.0,257,19.03703704,0,0,81.0,300.0,29.0,9.7,1181.0,92.78,92.78,12.7,3.923,31930.0,10.0,0.067,10.0,0.612,10.0,Q4 (highest),Well above avg (>+0.5),10.0,30.0
143730,313,Hounslow,4005.0,Reach Academy Hanworth Park,Free schools,Free Schools,Open,All-through,2.0,19.0,Has a sixth form,Mixed,Non-selective,,1480.0,150.0,27.3,TW13 4AB,510515.0,172769.0,E01002614,E02000552,London,Urban: Nearer to a major town or city,Outer London,3134005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,7.4,8.4,17.9,20.155,14590.0,5.0,0.311,5.0,18.067,5.0,,,60.0,-32.7
143734,831,Derby,4004.0,Derby Cathedral School,Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,,Church of England,1260.0,1145.0,52.2,DE1 1LR,434225.0,336160.0,E01013453,E02002808,East Midlands,Urban: Nearer to a major town or city,Not London,8314004.0,5.0,10254749,S5 Inspection,2023-01-17,13/02/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,,,,,40.5,56.2,34.3,-0.69,-0.91,-0.47,89.0,39.3,24.2,3.65,178.0,1260.0,1007.0,253,20.07936508,0,0,79.9,360.0,118.0,32.8,1145.0,62.17,62.17,18.4,36.263,5706.0,2.0,0.651,2.0,28.789,3.0,Q1 (lowest),Well below avg (<-0.5),90.0,-37.8
143749,943,Westmorland and Furness,4013.0,Queen Elizabeth Studio School,Studio schools,Free Schools,Open,Secondary,14.0,19.0,Has a sixth form,Mixed,,Does not apply,300.0,332.0,9.0,LA6 2HJ,360707.0,478609.0,E01019373,E02004023,North West,Larger rural: Further from a major town or city,Not London,9434013.0,1.0,10212117,S5 Inspection,2022-02-01,16/03/2022,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,,,,,41.5,62.9,30.0,-0.48,-0.72,-0.24,97.0,9.3,6.4,3.36,140.0,300.0,336.0,0,0,36,12,112.0,120.0,67.0,55.8,332.0,85.03,85.63,3.9,7.51,28040.0,9.0,0.083,10.0,4.529,9.0,Q2,Below avg (-0.5 to -0.1),10.0,-1.0
143756,204,Hackney,4005.0,"City of London Academy, Shoreditch Park",Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,,,1140.0,861.0,58.1,N1 5JU,534221.0,183383.0,E01035643,E02000369,London,Urban: Nearer to a major town or city,Inner London,2044005.0,5.0,10382761,S5 Inspection,2025-01-22,04/03/2025,,,,1.0,1.0,1.0,1.0,Yes,1.0,26/11/2019,2.0,,2.0,58.9,86.4,69.3,0.68,0.38,0.98,95.0,79.5,68.2,5.63,88.0,1140.0,788.0,352,30.87719298,0,0,69.1,200.0,66.0,33.0,861.0,51.0,52.0,16.6,20.451,14370.0,5.0,0.457,3.0,8.67,8.0,Q4 (highest),Well above avg (>+0.5),80.0,-21.9
143772,350,Bolton,4046.0,Harper Green School,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,1250.0,1126.0,45.0,BL4 0DH,372778.0,406062.0,E01004856,E02001010,North West,Urban: Nearer to a major town or city,Not London,3504046.0,5.0,10257097,Requires Improvement S5 Reinspection Visit 1,2023-01-10,08/03/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,04/02/2020,3.0,,3.0,42.9,57.6,35.2,-0.11,-0.32,0.09,88.0,22.4,15.2,3.66,210.0,1423.0,1140.0,283,19.88756149,0,0,80.1,,,,1126.0,75.7,76.5,14.7,59.167,1074.0,1.0,0.81,1.0,37.035,2.0,Q2,Below avg (-0.5 to -0.1),100.0,-55.0
143773,350,Bolton,4501.0,Rivington and Blackrod High School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Church of England,1888.0,1584.0,25.0,BL6 7RU,363763.0,412782.0,E01024973,E02005202,North West,Smaller rural: Nearer to a major town or city,Not London,3504501.0,3.0,10286283,Requires Improvement S5 Reinspection Visit 1,2023-06-14,26/07/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,21/01/2020,3.0,,3.0,48.4,72.6,48.9,0.1,-0.08,0.27,94.0,21.1,16.3,4.07,270.0,1888.0,1542.0,346,18.32627119,0,0,81.7,320.0,180.0,56.2,1584.0,92.05,92.05,17.2,10.008,24970.0,8.0,0.113,9.0,4.558,9.0,Q3,Average (-0.1 to +0.1),20.0,5.0
143791,382,Kirklees,4054.0,Kirkburton Middle School,Academy converter,Academies,Open,Middle deemed secondary,10.0,13.0,Does not have a sixth form,Mixed,Not applicable,Does not apply,501.0,502.0,13.7,HD8 0TJ,420021.0,413062.0,E01011197,E02002321,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,3824054.0,1.0,10184611,Schools with Serious Weaknesses Visit 1,2021-11-16,17/01/2022,2.0,Good,,2.0,1.0,1.0,2.0,Yes,9.0,01/10/2019,4.0,SWK,3.0,,,,,,,,,,,,501.0,501.0,0,0,0,0,100.0,,,,502.0,25.74,25.74,19.5,18.386,16020.0,5.0,0.315,5.0,18.013,5.0,,,60.0,-46.3
143792,382,Kirklees,4041.0,Scissett Middle School,Academy converter,Academies,Open,Middle deemed secondary,10.0,13.0,Does not have a sixth form,Mixed,Not applicable,Does not apply,600.0,587.0,13.8,HD8 9JX,424696.0,410563.0,E01011110,E02002327,Yorkshire and the Humber,Smaller rural: Nearer to a major town or city,Not London,3824041.0,1.0,10110666,S5 Inspection,2019-10-22,03/12/2019,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,13/11/2013,2.0,,9.0,,,,,,,,,,,,600.0,604.0,0,0,4,0.66666667,100.7,,,,587.0,31.12,31.12,18.9,12.148,22425.0,7.0,0.222,7.0,4.436,9.0,,,40.0,-26.2
