URN,la_code,la_name,establishment_number,establishment_name,type_of_establishment,establishment_type_group,establishment_status,phase_of_education,statutory_low_age,statutory_high_age,official_sixth_form,gender,admissions_policy,religious_character,school_capacity,number_of_pupils,percentage_fsm,postcode,easting,northing,lsoa_code,msoa_code,gor_name,urban_rural,london_sub_region,laestab,idaci_quintile,inspection_number,inspection_type,inspection_start_date,publication_date,overall_effectiveness,ofsted_overall_label,category_of_concern,quality_of_education,behaviour_and_attitudes,personal_development,effectiveness_of_leadership_and_management,safeguarding_is_effective,sixth_form_provision,previous_inspection_start_date,previous_overall_effectiveness,previous_category_of_concern,previous_quality_of_education,ks4_attainment8,ks4_pct_grade4_eng_maths,ks4_pct_grade5_eng_maths,ks4_progress8,ks4_p8_lower_ci,ks4_p8_upper_ci,ks4_pct_in_p8_calc,ks4_pct_entering_ebacc,ks4_pct_achieving_ebacc,ks4_ebacc_aps,ks4_total_pupils,scap_school_places,scap_pupils_on_roll,scap_unfilled_places,scap_pct_unfilled,scap_pupils_over_capacity,scap_pct_over_capacity,scap_utilisation_pct,sf_capacity,sf_pupils_on_roll,sf_utilisation_pct,wf_pupils_fte,wf_qualified_teachers_fte,wf_teachers_fte,wf_pupil_to_qual_unqual_teacher_ratio,imd_score,imd_rank,imd_decile,idaci_score,idaci_decile,imd_education_score,imd_education_decile,ks4_attainment8_england_quartile,ks4_p8_category,idaci_pct_approx,intake_neighbourhood_gap
136572,908,Cornwall,4162.0,The Roseland Academy,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,655.0,662.0,20.8,TR2 5SE,193004.0,45305.0,E01018845,E02003912,South West,Smaller rural: Further from a major town or city,Not London,9084162.0,2.0,10034420,Maintained Academy and School Short inspection,2017-09-27,06/11/2017,1.0,Outstanding,,9.0,9.0,9.0,1.0,Yes,9.0,11/02/2014,2.0,,9.0,49.0,69.7,43.9,0.41,0.16,0.65,98.0,27.3,20.5,4.23,132.0,655.0,655.0,0,0,0,0,100.0,,,,662.0,38.51,43.51,15.2,15.955,18290.0,6.0,0.323,5.0,9.178,7.0,Q3,Above avg (+0.1 to +0.5),60.0,-39.2
136573,908,Cornwall,4156.0,Penrice Academy,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,1440.0,1422.0,21.0,PL25 3NR,203029.0,52273.0,E01019043,E02003963,South West,Urban: Further from a major town or city,Not London,9084156.0,3.0,10344598,S5 Inspection,2025-02-11,11/03/2025,,,,1.0,1.0,1.0,1.0,Yes,9.0,13/03/2014,1.0,,9.0,48.5,74.7,52.4,0.32,0.15,0.49,99.0,84.4,42.4,4.64,269.0,1350.0,1412.0,0,0,62,4.59259259,104.6,,,,1422.0,92.9,92.9,15.3,18.836,15634.0,5.0,0.345,5.0,14.022,6.0,Q3,Above avg (+0.1 to +0.5),60.0,-39.0
136574,839,"Bournemouth, Christchurch and Poole",5410.0,Corfe Hills School,Academy converter,Academies,Open,Secondary,13.0,18.0,Has a sixth form,Mixed,Non-selective,,1716.0,931.0,17.6,BH18 9BG,399673.0,96672.0,E01015401,E02003196,South West,Urban: Nearer to a major town or city,Not London,8395410.0,1.0,10200953,Requires Improvement S5 Reinspection Visit 1,2021-09-14,17/10/2021,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,29/11/2017,3.0,,9.0,43.9,66.0,40.8,0.01,-0.17,0.2,93.0,16.8,8.8,3.71,250.0,1716.0,928.0,788,45.92074592,0,0,54.1,555.0,202.0,36.4,931.0,55.77,55.77,16.7,2.507,33110.0,10.0,0.084,10.0,5.086,9.0,Q2,Average (-0.1 to +0.1),10.0,7.600000000000001
136575,908,Cornwall,4143.0,Saltash Community School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1372.0,1149.0,28.0,PL12 4AY,242302.0,58163.0,E01018789,E02003900,South West,Urban: Nearer to a major town or city,Not London,9084143.0,3.0,10378917,Requires Improvement S5 Reinspection Visit 2,2025-05-07,12/06/2025,,,,2.0,2.0,2.0,2.0,Yes,2.0,06/12/2022,3.0,,3.0,45.4,62.6,41.5,-0.3,-0.5,-0.1,98.0,13.3,9.2,3.84,195.0,1372.0,1195.0,177,12.90087464,0,0,87.1,215.0,114.0,53.0,1149.0,69.65,71.65,16.0,12.977,21482.0,7.0,0.258,6.0,17.132,5.0,Q2,Below avg (-0.5 to -0.1),50.0,-22.0
136576,311,Havering,4003.0,The Brittons Academy,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,1150.0,711.0,37.3,RM13 7BB,551859.0,184206.0,E01002373,E02000490,London,Urban: Nearer to a major town or city,Outer London,3114003.0,4.0,10241140,Serious Weaknesses S5 Reinspection,2022-10-05,23/11/2022,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,03/07/2019,4.0,SWK,9.0,43.6,53.5,36.2,-0.28,-0.55,-0.01,85.0,21.3,11.8,3.69,127.0,1150.0,706.0,444,38.60869565,0,0,61.4,,,,711.0,42.2,46.0,15.5,14.345,20032.0,6.0,0.305,5.0,13.741,6.0,Q2,Below avg (-0.5 to -0.1),60.0,-22.700000000000003
136577,881,Essex,5403.0,The King John School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,2000.0,2108.0,14.7,SS7 1RQ,579983.0,187332.0,E01021482,E02004478,East of England,Urban: Nearer to a major town or city,Not London,8815403.0,2.0,10184564,Schools with Serious Weaknesses Visit 2,2021-07-07,21/09/2021,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,26/02/2019,4.0,SWK,9.0,51.3,78.3,55.7,0.19,0.04,0.34,98.0,58.0,40.3,4.57,345.0,2200.0,2085.0,115,5.22727273,0,0,94.8,400.0,448.0,112.0,2108.0,106.02,112.42,18.8,11.906,22691.0,7.0,0.173,8.0,16.089,6.0,Q3,Above avg (+0.1 to +0.5),30.0,-15.3
136578,916,Gloucestershire,5404.0,The Crypt School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Selective,,800.0,1093.0,3.4,GL2 5AE,382795.0,215697.0,E01022334,E02004644,South West,Urban: Nearer to a major town or city,Not London,9165404.0,2.0,10297980,S5 Inspection,2024-03-12,23/04/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,16/05/2012,1.0,,9.0,71.1,98.0,94.7,0.6,0.36,0.83,93.0,44.7,44.7,6.57,152.0,990.0,1091.0,0,0,101,10.2020202,110.2,240.0,331.0,137.9,1093.0,63.54,63.54,17.2,14.162,20224.0,6.0,0.29,6.0,15.818,6.0,Q4 (highest),Well above avg (>+0.5),50.0,-46.6
136579,881,Essex,5418.0,The Appleton School,Academy converter,Academies,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,1500.0,1561.0,15.9,SS7 5RN,577050.0,188041.0,E01021477,E02004475,East of England,Urban: Nearer to a major town or city,Not London,8815418.0,3.0,10085481,Exempt School Inspection,2019-02-12,05/03/2019,2.0,Good,,9.0,9.0,9.0,2.0,Yes,2.0,09/07/2013,1.0,,9.0,41.9,65.7,41.3,-0.63,-0.81,-0.46,98.0,49.6,27.2,3.74,254.0,1650.0,1592.0,58,3.51515152,0,0,96.5,300.0,191.0,63.7,1561.0,81.3,82.6,18.9,8.464,26880.0,8.0,0.194,7.0,19.38,5.0,Q2,Well below avg (<-0.5),40.0,-24.1
136580,873,Cambridgeshire,4007.0,Swavesey Village College,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,1350.0,1246.0,15.4,CB24 4RS,536111.0,268180.0,E01018285,E02003777,East of England,Larger rural: Nearer to a major town or city,Not London,8734007.0,1.0,10267918,S5 Inspection,2024-01-30,20/06/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,9.0,16/03/2011,1.0,,9.0,53.5,75.9,56.6,0.55,0.37,0.73,96.0,51.4,40.6,4.81,249.0,1350.0,1252.0,98,7.25925926,0,0,92.7,,,,1246.0,71.43,73.32,17.0,6.421,29277.0,9.0,0.123,9.0,2.606,10.0,Q4 (highest),Well above avg (>+0.5),20.0,-4.6
136581,886,Kent,4249.0,Valley Park School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1157.0,1595.0,21.7,ME14 5DT,577242.0,155795.0,E01024336,E02005072,South East,Urban: Nearer to a major town or city,Not London,8864249.0,2.0,10362393,S5 Inspection,2025-01-28,10/03/2025,,,,2.0,2.0,2.0,2.0,Yes,2.0,04/03/2020,2.0,,2.0,39.2,54.5,27.8,-0.6,-0.77,-0.42,96.0,39.5,7.5,3.36,266.0,1690.0,1652.0,38,2.24852071,0,0,97.8,340.0,337.0,99.1,1595.0,71.55,83.55,19.1,8.189,27224.0,9.0,0.136,9.0,6.804,8.0,Q1 (lowest),Well below avg (<-0.5),20.0,1.6999999999999993
136582,886,Kent,4058.0,Invicta Grammar School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Selective,,1319.0,1645.0,6.7,ME14 5DS,577046.0,155881.0,E01033092,E02005071,South East,Urban: Nearer to a major town or city,Not London,8864058.0,2.0,10296353,S5 Inspection,2024-04-16,23/05/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,20/09/2012,1.0,,9.0,71.1,98.8,92.8,0.79,0.61,0.97,96.0,96.8,89.6,6.95,249.0,1620.0,1624.0,0,0,4,0.24691358,100.2,420.0,373.0,88.8,1645.0,91.2,93.2,17.6,37.201,5381.0,2.0,0.562,2.0,35.608,3.0,Q4 (highest),Well above avg (>+0.5),90.0,-83.3
136583,886,Kent,4196.0,Towers School and Sixth Form Centre,Academy converter,Academies,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,Does not apply,1625.0,1559.0,28.5,TN24 9AL,601709.0,145611.0,E01023999,E02004998,South East,Urban: Nearer to a major town or city,Not London,8864196.0,3.0,10341677,S5 Inspection,2024-10-15,21/11/2024,,,,2.0,2.0,2.0,3.0,Yes,2.0,22/01/2019,2.0,,9.0,40.2,60.6,35.1,-0.29,-0.47,-0.11,95.0,61.8,23.9,3.67,251.0,1790.0,1506.0,284,15.86592179,0,0,84.1,440.0,208.0,47.3,1559.0,97.98,103.98,15.0,7.236,28363.0,9.0,0.12,9.0,6.718,8.0,Q1 (lowest),Below avg (-0.5 to -0.1),20.0,8.5
136584,886,Kent,4120.0,King Ethelbert School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,870.0,794.0,32.0,CT7 9BL,631297.0,169465.0,E01024638,E02005139,South East,Urban: Further from a major town or city,Not London,8864120.0,3.0,10296354,S5 Inspection,2024-06-04,07/07/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,02/10/2018,2.0,,9.0,35.2,47.1,19.6,-0.43,-0.67,-0.19,96.0,21.7,5.1,2.85,138.0,750.0,741.0,9,1.2,0,0,98.8,,,,794.0,52.1,54.1,14.7,20.39,14419.0,5.0,0.382,4.0,21.385,4.0,Q1 (lowest),Below avg (-0.5 to -0.1),70.0,-38.0
136585,886,Kent,5460.0,Dane Court Grammar School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Selective,,1154.0,1227.0,20.5,CT10 2RT,638084.0,167977.0,E01024689,E02005142,South East,Urban: Further from a major town or city,Not London,8865460.0,3.0,10199435,S5 Inspection,2022-05-10,06/07/2022,2.0,Good,,2.0,2.0,2.0,2.0,Yes,1.0,06/06/2007,1.0,,9.0,68.6,95.9,93.6,0.69,0.48,0.91,99.0,86.0,72.7,6.53,172.0,1244.0,1250.0,0,0,6,0.48231511,100.5,390.0,381.0,97.7,1227.0,66.5,67.9,18.1,15.246,19050.0,6.0,0.312,5.0,13.304,6.0,Q4 (highest),Well above avg (>+0.5),60.0,-39.5
136586,305,Bromley,5402.0,Langley Park School for Boys,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Boys,Non-selective,,1676.0,1820.0,7.8,BR3 3BP,537798.0,167371.0,E01000775,E02000150,London,Urban: Nearer to a major town or city,Outer London,3055402.0,1.0,10086812,Exempt School Inspection,2019-03-05,31/03/2019,2.0,Good,,9.0,9.0,9.0,2.0,Yes,2.0,18/06/2015,1.0,,9.0,56.0,83.3,70.3,0.4,0.21,0.59,95.0,59.0,51.8,5.16,222.0,1676.0,1779.0,0,0,103,6.14558473,106.1,617.0,641.0,103.9,1820.0,87.92,87.92,20.7,7.29,28305.0,9.0,0.199,7.0,3.406,9.0,Q4 (highest),Above avg (+0.1 to +0.5),40.0,-32.2
136587,937,Warwickshire,4241.0,Ashlawn School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1643.0,1558.0,17.4,CV22 5ET,452453.0,273521.0,E01031179,E02006501,West Midlands,Urban: Nearer to a major town or city,Not London,9374241.0,1.0,10322823,Serious Weaknesses S5 Reinspection,2025-06-03,07/07/2025,,,,2.0,2.0,2.0,2.0,Yes,2.0,01/11/2022,4.0,SWK,3.0,49.2,70.6,50.6,-0.08,-0.25,0.09,99.0,79.2,46.8,4.77,265.0,1860.0,1605.0,255,13.70967742,0,0,86.3,400.0,307.0,76.8,1558.0,82.28,85.28,18.3,4.814,31105.0,10.0,0.099,10.0,6.718,8.0,Q3,Average (-0.1 to +0.1),10.0,7.399999999999999
136588,879,Plymouth,4152.0,Devonport High School for Girls,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Selective,Does not apply,840.0,916.0,9.5,PL2 3DL,247155.0,56976.0,E01015102,E02003132,South West,Urban: Nearer to a major town or city,Not London,8794152.0,3.0,10058318,S5 Inspection,2019-11-19,16/12/2019,2.0,Good,,2.0,1.0,1.0,2.0,Yes,2.0,22/10/2013,2.0,,9.0,75.4,100.0,97.5,0.78,0.52,1.03,97.0,86.8,86.0,7.16,121.0,840.0,860.0,0,0,20,2.38095238,102.4,122.0,203.0,166.4,916.0,55.38,55.38,16.5,12.595,21888.0,7.0,0.21,7.0,11.127,7.0,Q4 (highest),Well above avg (>+0.5),40.0,-30.5
136589,330,Birmingham,4108.0,Bartley Green School,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,955.0,928.0,56.1,B32 3QJ,400161.0,282167.0,E01008920,E02001920,West Midlands,Urban: Nearer to a major town or city,Not London,3304108.0,5.0,10266148,S5 Inspection,2023-03-07,02/05/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,07/11/2013,1.0,,9.0,38.2,52.6,32.1,-0.46,-0.67,-0.26,93.0,40.0,20.0,3.31,190.0,955.0,937.0,18,1.88481675,0,0,98.1,,,,928.0,57.71,57.71,16.1,18.087,16292.0,5.0,0.447,3.0,16.424,6.0,Q1 (lowest),Below avg (-0.5 to -0.1),80.0,-23.9
136590,330,Birmingham,5414.0,Kings Norton Girls' School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Non-selective,,1075.0,1083.0,26.7,B30 1HW,404533.0,280326.0,E01008956,E02001938,West Midlands,Urban: Nearer to a major town or city,Not London,3305414.0,4.0,10088410,S5 Inspection,2019-07-02,24/07/2019,1.0,Outstanding,,9.0,9.0,9.0,1.0,Yes,2.0,03/10/2013,2.0,,9.0,57.8,82.8,68.2,0.64,0.41,0.87,96.0,85.4,63.1,5.5,157.0,1075.0,1066.0,9,0.8372093,0,0,99.2,260.0,267.0,102.7,1083.0,62.23,62.23,17.4,12.238,22325.0,7.0,0.112,9.0,1.953,10.0,Q4 (highest),Well above avg (>+0.5),20.0,6.699999999999999
136592,330,Birmingham,4060.0,King Edward VI Lordswood School for Girls,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Non-selective,,1070.0,968.0,29.1,B17 8QB,402553.0,285715.0,E01009066,E02001899,West Midlands,Urban: Nearer to a major town or city,Not London,3304060.0,4.0,10322824,Requires Improvement S5 Reinspection Visit 1,2024-05-08,11/06/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,01/03/2022,3.0,,3.0,53.7,79.7,66.2,0.75,0.51,0.99,92.0,96.6,53.4,5.03,148.0,976.0,949.0,27,2.76639344,0,0,97.2,220.0,195.0,88.6,968.0,62.49,62.49,15.5,9.854,25138.0,8.0,0.146,9.0,1.424,10.0,Q4 (highest),Well above avg (>+0.5),20.0,9.100000000000001
136593,357,Tameside,5402.0,Fairfield High School for Girls,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Girls,Non-selective,,975.0,991.0,33.4,M43 6AB,390054.0,397609.0,E01005999,E02001239,North West,Urban: Nearer to a major town or city,Not London,3575402.0,4.0,10245231,S5 Inspection,2022-12-06,31/01/2023,2.0,Good,,1.0,2.0,2.0,2.0,Yes,9.0,23/01/2013,1.0,,9.0,55.3,79.6,65.4,0.55,0.34,0.76,94.0,66.0,47.6,5.03,191.0,975.0,988.0,0,0,13,1.33333333,101.3,,,,991.0,48.9,49.7,19.9,33.218,6849.0,3.0,0.507,3.0,20.083,5.0,Q4 (highest),Well above avg (>+0.5),80.0,-46.6
136594,887,Medway,4068.0,Holcombe Grammar School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Boys,Selective,Does not apply,1000.0,1036.0,12.9,ME4 6JB,575486.0,166035.0,E01016025,E02003340,South East,Urban: Nearer to a major town or city,Not London,8874068.0,3.0,ITS441732,Schools into Special Measures Visit 3,2014-09-30,22/10/2014,2.0,Good,,9.0,9.0,9.0,2.0,9,2.0,25/06/2013,4.0,SM,9.0,59.9,97.8,86.1,0.15,-0.09,0.39,97.0,96.4,46.0,5.67,137.0,1116.0,1025.0,91,8.15412186,0,0,91.8,400.0,295.0,73.8,1036.0,54.1,59.1,17.5,33.593,6718.0,2.0,0.467,3.0,31.73,3.0,Q4 (highest),Above avg (+0.1 to +0.5),80.0,-67.1
136595,937,Warwickshire,5406.0,Rugby High School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Girls,Selective,,900.0,929.0,8.4,CV22 7RE,448684.0,272950.0,E01031134,E02006502,West Midlands,Urban: Nearer to a major town or city,Not London,9375406.0,1.0,10242470,S5 Inspection,2022-11-15,12/01/2023,2.0,Good,,2.0,1.0,2.0,2.0,Yes,2.0,26/11/2008,1.0,,9.0,73.9,98.3,96.6,0.66,0.39,0.93,90.0,59.8,57.3,6.88,117.0,900.0,936.0,0,0,36,4,104.0,300.0,339.0,113.0,929.0,51.88,51.88,17.9,3.458,32326.0,10.0,0.131,9.0,7.782,8.0,Q4 (highest),Well above avg (>+0.5),20.0,-11.6
136600,311,Havering,5402.0,The Coopers' Company and Coborn School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Christian,1550.0,1550.0,5.7,RM14 3HS,556786.0,186575.0,E01002384,E02000482,London,Urban: Nearer to a major town or city,Outer London,3115402.0,1.0,ITS403674,S5 Inspection,2013-03-13,18/04/2013,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,28/02/2008,2.0,,9.0,59.8,93.2,73.2,0.45,0.24,0.65,90.0,63.9,44.9,5.38,205.0,1550.0,1564.0,0,0,14,0.90322581,100.9,500.0,520.0,104.0,1550.0,89.35,90.55,17.1,5.337,30526.0,10.0,0.102,9.0,5.054,9.0,Q4 (highest),Above avg (+0.1 to +0.5),20.0,-14.3
136603,886,Kent,5464.0,Bennett Memorial Diocesan School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Church of England,1452.0,1892.0,9.6,TN4 9SH,557344.0,140560.0,E01024838,E02005168,South East,Urban: Further from a major town or city,Not London,8865464.0,1.0,10288002,S5 Inspection,2023-12-13,30/01/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,27/06/2012,1.0,,9.0,56.0,84.4,61.2,0.73,0.55,0.9,87.0,87.8,54.4,5.34,294.0,1950.0,1885.0,65,3.33333333,0,0,96.7,450.0,393.0,87.3,1892.0,106.21,107.09,17.7,4.771,31154.0,10.0,0.103,9.0,1.499,10.0,Q4 (highest),Well above avg (>+0.5),20.0,-10.4
136604,381,Calderdale,5406.0,Brighouse High School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1430.0,1302.0,22.4,HD6 2NY,413615.0,424116.0,E01010875,E02002262,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,3815406.0,3.0,ITS395335,S5 Inspection,2012-05-16,14/06/2012,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,14/11/2007,1.0,,9.0,44.7,64.4,38.5,-0.24,-0.44,-0.05,99.0,21.2,13.5,3.83,208.0,1430.0,1291.0,139,9.72027972,0,0,90.3,380.0,257.0,67.6,1302.0,80.53,80.53,16.2,5.064,30814.0,10.0,0.082,10.0,3.763,9.0,Q2,Below avg (-0.5 to -0.1),10.0,12.399999999999999
136605,881,Essex,5427.0,William de Ferrers School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,2076.0,1247.0,14.1,CM3 5JU,581342.0,197337.0,E01021613,E02004503,East of England,Urban: Nearer to a major town or city,Not London,8815427.0,1.0,10323703,S5 Inspection,2024-09-24,20/10/2024,,,,3.0,2.0,2.0,2.0,Yes,2.0,30/04/2015,2.0,,9.0,41.2,60.6,39.4,-0.41,-0.59,-0.22,99.0,15.6,10.1,3.42,218.0,1575.0,1270.0,305,19.36507937,0,0,80.6,300.0,151.0,50.3,1247.0,79.58,80.58,15.5,15.92,18324.0,6.0,0.217,7.0,21.426,4.0,Q2,Below avg (-0.5 to -0.1),40.0,-25.9
136606,919,Hertfordshire,5400.0,Rickmansworth School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1575.0,1550.0,6.0,WD3 3AQ,506971.0,195143.0,E01023826,E02004961,East of England,Urban: Nearer to a major town or city,Not London,9195400.0,1.0,10255101,S5 Inspection,2023-09-19,26/10/2023,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,2.0,24/09/2013,2.0,,9.0,58.0,88.7,72.5,0.3,0.11,0.49,96.0,72.5,53.6,5.45,222.0,1575.0,1530.0,45,2.85714286,0,0,97.1,315.0,298.0,94.6,1550.0,72.85,77.29,20.1,2.563,33065.0,10.0,0.028,10.0,0.884,10.0,Q4 (highest),Above avg (+0.1 to +0.5),10.0,-4.0
136608,919,Hertfordshire,4016.0,The Knights Templar School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1330.0,1414.0,19.8,SG7 6DZ,524334.0,233681.0,E01023589,E02004912,East of England,Urban: Nearer to a major town or city,Not London,9194016.0,2.0,ITS395656,S5 Inspection,2012-10-10,07/11/2012,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,04/02/2009,1.0,,9.0,44.9,64.7,47.5,-0.27,-0.47,-0.08,99.0,51.5,39.7,4.14,204.0,1500.0,1414.0,86,5.73333333,0,0,94.3,450.0,387.0,86.0,1414.0,82.32,85.28,16.6,9.847,25143.0,8.0,0.185,8.0,4.759,9.0,Q2,Below avg (-0.5 to -0.1),30.0,-10.2
136609,919,Hertfordshire,4197.0,Sandringham School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1278.0,1817.0,7.6,AL4 9NX,516857.0,209364.0,E01023711,E02004931,East of England,Urban: Nearer to a major town or city,Not London,9194197.0,1.0,10242350,S5 Inspection,2024-02-07,21/03/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,03/12/2008,1.0,,9.0,64.6,92.1,81.7,1.06,0.88,1.25,94.0,59.2,53.8,5.99,240.0,1802.0,1772.0,30,1.66481687,0,0,98.3,600.0,562.0,93.7,1817.0,111.6,114.85,15.8,2.828,32858.0,10.0,0.089,10.0,1.365,10.0,Q4 (highest),Well above avg (>+0.5),10.0,-2.4000000000000004
136610,873,Cambridgeshire,5415.0,Soham Village College,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,1350.0,1432.0,18.4,CB7 5AA,559485.0,272750.0,E01018052,E02003737,East of England,Urban: Further from a major town or city,Not London,8735415.0,1.0,10323704,S5 Inspection,2024-06-19,14/07/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,9.0,06/12/2016,2.0,,9.0,53.0,78.6,56.0,0.75,0.58,0.93,97.0,17.3,15.8,4.53,266.0,1350.0,1413.0,0,0,63,4.66666667,104.7,,,,1432.0,85.75,85.75,16.7,20.078,14650.0,5.0,0.267,6.0,25.659,4.0,Q4 (highest),Well above avg (>+0.5),50.0,-31.6
136611,865,Wiltshire,4066.0,The Corsham School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1536.0,1360.0,16.8,SN13 9DF,386724.0,170180.0,E01031932,E02006660,South West,Urban: Nearer to a major town or city,Not London,8654066.0,2.0,10088311,Requires Improvement S5 Reinspection Visit 1,2019-09-11,03/10/2019,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,21/03/2017,3.0,,9.0,45.9,63.1,42.6,0.13,-0.07,0.33,97.0,39.0,25.6,4.09,195.0,1636.0,1273.0,363,22.18826406,0,0,77.8,336.0,154.0,45.8,1360.0,72.5,72.59,18.7,8.384,26997.0,8.0,0.215,7.0,9.175,7.0,Q2,Above avg (+0.1 to +0.5),40.0,-23.2
136612,878,Devon,4012.0,Exmouth Community College,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,2650.0,2103.0,23.2,EX8 3AF,300633.0,81773.0,E01019910,E02004144,South West,Urban: Nearer to a major town or city,Not London,8784012.0,2.0,10297981,Requires Improvement S5 Reinspection Visit 2,2024-02-20,24/04/2024,3.0,Requires improvement,,3.0,3.0,2.0,2.0,Yes,2.0,11/02/2020,3.0,,3.0,43.6,61.6,40.9,-0.39,-0.54,-0.24,96.0,38.7,21.3,3.84,367.0,2650.0,2157.0,493,18.60377358,0,0,81.4,600.0,282.0,47.0,2103.0,113.9,113.9,18.5,11.188,23553.0,7.0,0.218,7.0,10.093,7.0,Q2,Below avg (-0.5 to -0.1),40.0,-16.8
136613,384,Wakefield,4026.0,Airedale Academy,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1250.0,1063.0,49.6,WF10 3JU,445485.0,425204.0,E01011743,E02002440,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,3844026.0,5.0,10297352,S5 Inspection,2024-01-30,19/03/2024,3.0,Requires improvement,,3.0,3.0,3.0,3.0,Yes,3.0,26/09/2017,2.0,,9.0,34.0,39.9,24.1,-0.72,-0.95,-0.5,94.0,18.4,13.9,2.89,158.0,1202.0,1025.0,177,14.72545757,0,0,85.3,120.0,32.0,26.7,1063.0,52.2,53.2,20.0,9.551,25501.0,8.0,0.134,9.0,12.942,6.0,Q1 (lowest),Well below avg (<-0.5),20.0,29.6
